runnerId,runTime,latitude,longitude,altitude,distance,heartRate,speed,session
123,1697202062,61.50134004,23.75872691,103.4000015,197.1600037,165,3.451999903,XYZ
123,1697202063,61.501376,23.75872741,103.4000015,201.1399994,167,3.461999893,XYZ
123,1697202064,61.50141153,23.75871685,103.4000015,205.1399994,167,3.470999956,XYZ
123,1697202065,61.50145152,23.7586964,103.4000015,209.6999969,167,3.49000001,XYZ
123,1697202066,61.50149242,23.7586762,103.4000015,214.3800049,167,3.507999897,XYZ
123,1697202067,61.50153575,23.75865625,103.4000015,219.3300018,168,3.52699995,XYZ
123,1697202068,61.50158127,23.75863169,103.5999985,224.5399933,168,3.563999891,XYZ
123,1697202069,61.50162192,23.75861543,103.5999985,229.1300049,167,3.601999998,XYZ
123,1697202070,61.5016578,23.75860529,103.4000015,233.1699982,168,3.638999939,XYZ
123,1697202071,61.50169317,23.75860236,103.4000015,237.1100006,169,3.686000109,XYZ
123,1697202072,61.50172854,23.75858978,103.1999969,241.1000061,168,3.72300005,XYZ
123,1697202073,61.50175863,23.75857453,103.1999969,244.5399933,168,3.75999999,XYZ
123,1697202074,61.50178537,23.75857017,103.4000015,247.5200043,168,3.927999973,XYZ
123,1697202075,61.50182107,23.75855332,103.4000015,251.5700073,168,3.443000078,XYZ
123,1697202076,61.50184857,23.75853916,103.4000015,254.7200012,169,3.443000078,XYZ
123,1697202077,61.50187329,23.75853673,103.1999969,257.4700012,169,3.154000044,XYZ
123,1697202078,61.50189484,23.75854561,103,259.9200134,170,3.154000044,XYZ
123,1697202079,61.50190758,23.75855835,103,261.4599915,169,2.753000021,XYZ
123,1697202080,61.50190674,23.75855072,103.1999969,261.7900085,169,2.444999933,XYZ
123,1697202081,61.50190422,23.75851502,103,263.6799927,169,1.577000022,XYZ
123,1697202082,61.50189668,23.7584633,103.1999969,266.5400085,169,1.577000022,XYZ
123,1697202083,61.50189836,23.75841108,103.1999969,269.3099976,169,1.856999993,XYZ
123,1697202084,61.50189852,23.75835484,103.1999969,272.25,170,2.50999999,XYZ
123,1697202085,61.50189542,23.75829432,103.1999969,275.480011,168,2.70600009,XYZ
123,1697202086,61.50189785,23.7582338,103.1999969,278.7000122,170,2.818000078,XYZ
123,1697202087,61.50189936,23.75816742,103.4000015,282.2200012,169,2.921000004,XYZ
123,1697202088,61.50190732,23.75809902,103.4000015,285.8599854,169,2.874000072,XYZ
123,1697202089,61.50191596,23.75800213,103.4000015,290.9100037,170,2.882999897,XYZ
123,1697202090,61.50198377,23.75784597,103.4000015,298.4200134,169,2.90199995,XYZ
123,1697202091,61.50200489,23.75774112,103.4000015,303.5899963,169,2.938999891,XYZ
123,1697202092,61.50201973,23.75765646,103.4000015,308.1400146,169,3.003999949,XYZ
123,1697202093,61.50203641,23.75758085,103.5999985,312.0599976,170,3.078999996,XYZ
123,1697202094,61.50203993,23.75752738,103.5999985,314.8500061,169,3.154000044,XYZ
123,1697202095,61.50204747,23.75747692,103.5999985,317.3299866,169,3.227999926,XYZ
123,1697202096,61.50204353,23.75742529,103.8000031,320.0899963,170,3.29399991,XYZ
123,1697202097,61.50204043,23.75737567,103.8000031,322.7600098,170,3.33100009,XYZ
123,1697202098,61.5020359,23.75730836,103.8000031,326.3699951,170,3.358999968,XYZ
123,1697202099,61.50203448,23.75722982,103.8000031,330.5599976,170,3.378000021,XYZ
123,1697202100,61.50203305,23.75714659,103.5999985,334.980011,170,3.395999908,XYZ
123,1697202101,61.5020276,23.75703821,103.4000015,340.7399902,170,3.414999962,XYZ
123,1697202102,61.50202475,23.75695129,103.5999985,345.3800049,171,3.443000078,XYZ
123,1697202103,61.50202031,23.75684903,103.5999985,350.8399963,171,3.470999956,XYZ
123,1697202104,61.50201797,23.75676588,103.5999985,355.269989,171,3.507999897,XYZ
123,1697202105,61.50201671,23.75668039,103.5999985,359.8200073,171,3.555000067,XYZ
123,1697202106,61.50202023,23.75661174,103.5999985,363.3800049,172,3.592000008,XYZ
123,1697202107,61.50201495,23.75653521,103.4000015,367.4899902,171,3.638999939,XYZ
123,1697202108,61.50201377,23.75645575,103.4000015,371.7200012,172,3.676000118,XYZ
123,1697202109,61.50201268,23.75637696,103.4000015,375.8999939,172,3.713999987,XYZ
123,1697202110,61.50200908,23.75630253,103.4000015,379.769989,172,3.742000103,XYZ
123,1697202111,61.50200891,23.75622542,103.4000015,383.8500061,172,3.779000044,XYZ
123,1697202112,61.50200648,23.75614914,103.4000015,387.9200134,172,3.806999922,XYZ
123,1697202113,61.50199785,23.75608569,103.1999969,391.2799988,172,3.825999975,XYZ
123,1697202114,61.5019976,23.75601771,103.4000015,394.8999939,173,3.854000092,XYZ
123,1697202115,61.50199458,23.75596868,103.4000015,397.3800049,172,3.862999916,XYZ
123,1697202116,61.50200103,23.75592182,103.5999985,399.8699951,173,3.871999979,XYZ
123,1697202117,61.50200757,23.75588746,103.5999985,401.6199951,172,3.871999979,XYZ
123,1697202118,61.50202299,23.75585376,103.5999985,404.0499878,173,3.854000092,XYZ
123,1697202119,61.50204185,23.75582526,103.8000031,406.6099854,172,3.825999975,XYZ
123,1697202120,61.50206532,23.75579769,103.8000031,409.6000061,173,3.798000097,XYZ
123,1697202121,61.50208921,23.7557738,103.8000031,412.5,172,3.750999928,XYZ
123,1697202122,61.50211553,23.75575896,103.8000031,415.5299988,172,3.713999987,XYZ
123,1697202123,61.50214671,23.75574287,103.8000031,419.1000061,172,3.676000118,XYZ
123,1697202124,61.50217596,23.75573155,104,422.4200134,172,3.638999939,XYZ
123,1697202125,61.50220622,23.75571856,104,425.8399963,172,3.601999998,XYZ
123,1697202126,61.50223556,23.75570934,104,429.1499939,171,3.573999882,XYZ
123,1697202127,61.50226406,23.7556956,104.1999969,432.4100037,172,3.546000004,XYZ
123,1697202128,61.50229583,23.75567749,104.1999969,436.0700073,173,3.517999887,XYZ
123,1697202129,61.50232843,23.75566098,104.1999969,439.7999878,173,3.499000072,XYZ
123,1697202130,61.50236372,23.75563902,104.1999969,443.8999939,173,3.480000019,XYZ
123,1697202131,61.502397,23.75562041,104.1999969,447.7399902,174,3.470999956,XYZ
123,1697202132,61.50242876,23.75560029,104.1999969,451.4299927,173,3.470999956,XYZ
123,1697202133,61.50246187,23.7555749,104.1999969,455.3399963,173,3.470999956,XYZ
123,1697202134,61.50249213,23.75555981,104.5999985,458.7799988,174,3.470999956,XYZ
123,1697202135,61.50252373,23.75553659,104.5999985,462.5100098,173,3.470999956,XYZ
123,1697202136,61.50254888,23.75550206,104.8000031,465.8599854,173,3.480000019,XYZ
123,1697202137,61.50257109,23.75545755,105,469.2900085,172,3.49000001,XYZ
123,1697202138,61.50259204,23.75540642,105,472.8699951,172,3.49000001,XYZ
123,1697202139,61.50260914,23.75534716,105,476.5499878,172,3.49000001,XYZ
123,1697202140,61.5026254,23.75528296,105,480.4100037,171,3.49000001,XYZ
123,1697202141,61.50263596,23.75522101,105.1999969,483.9200134,172,3.499000072,XYZ
123,1697202142,61.50264367,23.75515295,105.4000015,487.6400146,172,3.499000072,XYZ
123,1697202143,61.50264803,23.75508598,105.5999985,491.2099915,171,3.507999897,XYZ
123,1697202144,61.50265717,23.75502613,105.5999985,494.5400085,171,3.507999897,XYZ
123,1697202145,61.5026715,23.75497417,105.8000031,497.730011,172,3.517999887,XYZ
123,1697202146,61.50268449,23.75492278,105.8000031,500.8200073,172,3.517999887,XYZ
123,1697202147,61.50269304,23.75486721,106,503.9299927,171,3.517999887,XYZ
123,1697202148,61.50270252,23.75480879,106,507.2099915,171,3.507999897,XYZ
123,1697202149,61.5027145,23.75474065,106.1999969,511.0799866,171,3.499000072,XYZ
123,1697202150,61.50272657,23.75466932,106.4000015,515.0999756,171,3.49000001,XYZ
123,1697202151,61.50273998,23.75460754,106.1999969,518.7000122,171,3.49000001,XYZ
123,1697202152,61.50275105,23.75454778,106.4000015,522.1099854,172,3.49000001,XYZ
123,1697202153,61.50276261,23.75449204,106.5999985,525.25,171,3.49000001,XYZ
123,1697202154,61.50277594,23.75443093,106.4000015,528.8200073,171,3.49000001,XYZ
123,1697202155,61.50278701,23.75437654,106.8000031,531.9400024,172,3.49000001,XYZ
123,1697202156,61.50280109,23.75432029,107,535.3200073,172,3.49000001,XYZ
123,1697202157,61.5028098,23.75426129,107,538.6099854,172,3.49000001,XYZ
123,1697202158,61.50282355,23.75420286,107,542.0700073,172,3.480000019,XYZ
123,1697202159,61.50283688,23.75414754,106.8000031,545.3699951,172,3.480000019,XYZ
123,1697202160,61.50284979,23.75409457,107.1999969,548.5300293,173,3.470999956,XYZ
123,1697202161,61.50286026,23.75404109,107.1999969,551.5999756,172,3.461999893,XYZ
123,1697202162,61.50287233,23.7539929,107.1999969,554.4899902,172,3.451999903,XYZ
123,1697202163,61.50288239,23.75394277,107.4000015,557.3699951,171,3.443000078,XYZ
123,1697202164,61.50289019,23.75389625,107.5999985,559.9299927,172,3.434000015,XYZ
123,1697202165,61.50289857,23.75385074,107.5999985,562.5,172,3.414999962,XYZ
123,1697202166,61.50290318,23.7538069,107.5999985,564.8900146,171,3.395999908,XYZ
123,1697202167,61.50290569,23.75375829,107.5999985,567.4899902,171,3.368000031,XYZ
123,1697202168,61.50290594,23.75370531,107.5999985,570.3099976,172,3.339999914,XYZ
123,1697202169,61.50290888,23.75364153,107.8000031,573.7199707,171,3.312000036,XYZ
123,1697202170,61.50291198,23.75357573,107.8000031,577.2299805,171,3.28399992,XYZ
123,1697202171,61.50292246,23.75352267,107.8000031,580,172,3.256000042,XYZ
123,1697202172,61.50292204,23.75346274,108,583.1500244,172,3.246999979,XYZ
123,1697202173,61.50292145,23.75340289,108,586.3300171,172,3.227999926,XYZ
123,1697202174,61.50292489,23.75334179,108,589.4500122,172,3.219000101,XYZ
123,1697202175,61.50292112,23.75327566,108.1999969,593,172,3.210000038,XYZ
123,1697202176,61.50292673,23.7532081,108.1999969,596.6099854,172,3.200000048,XYZ
123,1697202177,61.50293344,23.75313484,108,600.5599976,171,3.200000048,XYZ
123,1697202178,61.50293897,23.75306192,108.1999969,604.4799805,172,3.200000048,XYZ
123,1697202179,61.50294509,23.75298447,108.1999969,608.6300049,172,3.210000038,XYZ
123,1697202180,61.50294987,23.75291691,108.1999969,612.2399902,171,3.219000101,XYZ
123,1697202181,61.50295355,23.75285069,108.1999969,615.7800293,172,3.237999916,XYZ
123,1697202182,61.50295707,23.75278951,108.1999969,619.0499878,172,3.256000042,XYZ
123,1697202183,61.5029559,23.75273201,108.1999969,622.1099854,172,3.275000095,XYZ
123,1697202184,61.50295347,23.75267442,108.1999969,625.1799927,172,3.28399992,XYZ
123,1697202185,61.50295238,23.75261474,108,628.3699951,171,3.29399991,XYZ
123,1697202186,61.50295733,23.75256102,108,631.2199707,172,3.302999973,XYZ
123,1697202187,61.50295942,23.7525062,108.1999969,634.0700073,173,3.302999973,XYZ
123,1697202188,61.50295733,23.75245239,108.1999969,636.9299927,173,3.302999973,XYZ
123,1697202189,61.50295598,23.75240427,108.1999969,639.4899902,173,3.29399991,XYZ
123,1697202190,61.50295733,23.75234753,108.1999969,642.4899902,171,3.28399992,XYZ
123,1697202191,61.50295246,23.75229095,108.1999969,645.539978,172,3.275000095,XYZ
123,1697202192,61.50294844,23.75224133,108.1999969,648.210022,171,3.266000032,XYZ
123,1697202193,61.50294366,23.75219372,108.1999969,650.7999878,171,3.256000042,XYZ
123,1697202194,61.50293872,23.75214242,108.1999969,653.5700073,171,3.237999916,XYZ
123,1697202195,61.50292765,23.75209498,108.1999969,656.3499756,170,3.219000101,XYZ
123,1697202196,61.50291709,23.75204561,108.1999969,659.210022,170,3.210000038,XYZ
123,1697202197,61.50290829,23.75198971,108.1999969,662.3300171,170,3.190999985,XYZ
123,1697202198,61.50290402,23.75192827,108.1999969,665.6400146,169,3.171999931,XYZ
123,1697202199,61.50289706,23.75186917,108.1999969,668.8499756,167,3.154000044,XYZ
123,1697202200,61.50289647,23.7518084,108.1999969,672.0700073,167,3.144000053,XYZ
123,1697202201,61.50289203,23.75175074,108,675.1799927,167,3.144000053,XYZ
123,1697202202,61.50289396,23.75168997,108,678.4099731,167,3.13499999,XYZ
123,1697202203,61.5028917,23.75163624,108,681.2800293,166,3.13499999,XYZ
123,1697202204,61.50289027,23.75159123,108,683.6799927,166,3.13499999,XYZ
123,1697202205,61.50288801,23.75153951,108,686.4500122,167,3.125999928,XYZ
123,1697202206,61.50288206,23.7514852,108,689.4000244,165,3.115999937,XYZ
123,1697202207,61.50287979,23.75142351,107.8000031,692.7000122,166,3.115999937,XYZ
123,1697202208,61.5028756,23.75135704,107.8000031,696.2600098,165,3.107000113,XYZ
123,1697202209,61.50287099,23.75128387,107.8000031,700.2000122,166,3.09800005,XYZ
123,1697202210,61.50286605,23.75120885,107.8000031,704.2199707,166,3.09800005,XYZ
123,1697202211,61.50286219,23.75113743,108,708.0499878,165,3.107000113,XYZ
123,1697202212,61.50285884,23.75107021,107.8000031,711.6400146,165,3.115999937,XYZ
123,1697202213,61.50285691,23.75100357,107.8000031,715.1900024,166,3.13499999,XYZ
123,1697202214,61.50285389,23.7509439,107.8000031,718.3900146,166,3.154000044,XYZ
123,1697202215,61.50284962,23.75088044,107.8000031,721.789978,166,3.171999931,XYZ
123,1697202216,61.50284928,23.75081473,108,725.289978,166,3.181999922,XYZ
123,1697202217,61.50284811,23.7507548,108,728.4699707,165,3.200000048,XYZ
123,1697202218,61.50284551,23.75069881,108,731.460022,165,3.210000038,XYZ
123,1697202219,61.50283855,23.75064424,108.1999969,734.2800293,166,3.219000101,XYZ
123,1697202220,61.50284098,23.75058481,108,737.4500122,165,3.227999926,XYZ
123,1697202221,61.50283981,23.75051877,108.1999969,740.9199829,164,3.227999926,XYZ
123,1697202222,61.50284325,23.7504559,108.1999969,744.289978,165,3.237999916,XYZ
123,1697202223,61.50283881,23.7503953,108.4000015,747.5200195,165,3.237999916,XYZ
123,1697202224,61.50283948,23.75033461,108.4000015,750.75,165,3.237999916,XYZ
123,1697202225,61.50283839,23.75026647,108.4000015,754.3800049,164,3.237999916,XYZ
123,1697202226,61.5028326,23.75020252,108.4000015,757.8400269,165,3.246999979,XYZ
123,1697202227,61.50282355,23.75013412,108.1999969,761.6199951,164,3.246999979,XYZ
123,1697202228,61.50281777,23.7500695,108.1999969,765.1199951,164,3.246999979,XYZ
123,1697202229,61.50280863,23.75000479,108.1999969,768.710022,163,3.256000042,XYZ
123,1697202230,61.50280301,23.74994997,108.4000015,771.6699829,163,3.266000032,XYZ
123,1697202231,61.50279933,23.74989876,108.4000015,774.4299927,163,3.266000032,XYZ
123,1697202232,61.50279648,23.74985022,108.4000015,777.0300293,162,3.275000095,XYZ
123,1697202233,61.50279111,23.7497996,108.4000015,779.789978,162,3.266000032,XYZ
123,1697202234,61.50278617,23.74975492,108.5999985,782.2299805,163,3.266000032,XYZ
123,1697202235,61.50278072,23.74970572,108.5999985,784.9099731,162,3.256000042,XYZ
123,1697202236,61.50277829,23.74965903,108.4000015,787.4099731,161,3.246999979,XYZ
123,1697202237,61.50277745,23.74960774,108.4000015,790.1400146,161,3.237999916,XYZ
123,1697202238,61.50277955,23.74955468,108.5999985,792.9699707,160,3.219000101,XYZ
123,1697202239,61.50278172,23.74950171,108.5999985,795.8099976,159,3.200000048,XYZ
123,1697202240,61.50278608,23.7494515,108.5999985,798.5200195,160,3.190999985,XYZ
123,1697202241,61.50278751,23.74940372,108.5999985,801.0700073,158,3.171999931,XYZ
123,1697202242,61.50279539,23.74936215,108.5999985,803.4500122,157,3.163000107,XYZ
123,1697202243,61.5028036,23.74932376,108.8000031,805.6900024,158,3.144000053,XYZ
123,1697202244,61.50281123,23.74928269,108.5999985,808.0300293,158,3.13499999,XYZ
123,1697202245,61.50281928,23.74923483,108.8000031,810.7199707,157,3.115999937,XYZ
123,1697202246,61.50282556,23.74918789,108.5999985,813.3099976,157,3.09800005,XYZ
123,1697202247,61.50283067,23.74913634,109,816.1099854,157,3.078999996,XYZ
123,1697202248,61.50283637,23.74908219,109,819.0599976,155,3.059999943,XYZ
123,1697202249,61.50284308,23.74902796,108.8000031,822.039978,155,3.042000055,XYZ
123,1697202250,61.50284668,23.74897968,109,824.6400146,155,3.032000065,XYZ
123,1697202251,61.50284803,23.74893626,109,826.9500122,155,3.023000002,XYZ
123,1697202252,61.50285247,23.74888957,109,829.4899902,155,3.003999949,XYZ
123,1697202253,61.50286227,23.74883995,109,832.3400269,155,2.994999886,XYZ
123,1697202254,61.50287225,23.74878924,108.8000031,835.2600098,155,2.986000061,XYZ
123,1697202255,61.50288583,23.74873996,109,838.289978,155,2.976000071,XYZ
123,1697202256,61.50289781,23.74869067,109,841.2299805,154,2.967000008,XYZ
123,1697202257,61.50291475,23.74863736,109,844.6300049,155,2.957999945,XYZ
123,1697202258,61.50293059,23.74858623,109,847.8699951,154,2.957999945,XYZ
123,1697202259,61.50294919,23.74854022,109,851.0800171,155,2.957999945,XYZ
123,1697202260,61.50296646,23.74849437,109,854.1900024,154,2.957999945,XYZ
123,1697202261,61.50298063,23.74845028,108.8000031,857.0100098,154,2.957999945,XYZ
123,1697202262,61.50299203,23.74841122,108.8000031,859.4500122,154,2.957999945,XYZ
123,1697202263,61.50300175,23.74837317,108.5999985,861.75,154,2.957999945,XYZ
123,1697202264,61.50301399,23.74833142,108.5999985,864.3499756,152,2.957999945,XYZ
123,1697202265,61.5030274,23.74828055,108.4000015,867.4400024,152,2.957999945,XYZ
123,1697202266,61.50303662,23.74822523,108.4000015,870.5499878,154,2.947999954,XYZ
123,1697202267,61.50304701,23.74816597,108.1999969,873.9099731,153,2.947999954,XYZ
123,1697202268,61.50305472,23.74810469,108.1999969,877.2700195,153,2.947999954,XYZ
123,1697202269,61.50306269,23.74804275,108,880.6699829,154,2.947999954,XYZ
123,1697202270,61.50308071,23.74797829,108,884.6300049,154,2.947999954,XYZ
123,1697202271,61.50310485,23.74791979,107.8000031,888.75,155,2.957999945,XYZ
123,1697202272,61.50313175,23.74786799,107.8000031,892.8200073,155,3.947000027,XYZ
123,1697202273,61.50315966,23.74781527,107.5999985,897.0100098,157,4.059000015,XYZ
123,1697202274,61.5031911,23.74777026,107.4000015,901.25,157,4.105999947,XYZ
123,1697202275,61.50322664,23.74772667,107.4000015,905.8400269,156,4.179999828,XYZ
123,1697202276,61.50326326,23.74769147,107.1999969,910.3300171,158,4.227000237,XYZ
123,1697202277,61.50329503,23.74764218,107.1999969,914.7299805,159,4.487999916,XYZ
123,1697202278,61.50332035,23.74758678,106.8000031,918.7999878,159,4.487999916,XYZ
123,1697202279,61.50334583,23.74752802,106.8000031,923.0200195,160,4.413000107,XYZ
123,1697202280,61.50337206,23.74747161,106.8000031,927.1699829,161,4.301000118,XYZ
123,1697202281,61.50340609,23.74742626,106.5999985,931.6500244,162,4.263999939,XYZ
123,1697202282,61.50344716,23.74738536,106.4000015,936.710022,162,4.255000114,XYZ
123,1697202283,61.50348949,23.74734814,106.1999969,941.8300171,162,4.263999939,XYZ
123,1697202284,61.50353115,23.74731126,106.1999969,946.8699951,161,4.272999763,XYZ
123,1697202285,61.50357063,23.74728587,106.1999969,951.460022,162,4.282999992,XYZ
123,1697202286,61.50360701,23.74728528,106.4000015,955.5,162,4.301000118,XYZ
123,1697202287,61.50363685,23.74732057,106.1999969,959.3300171,163,4.320000172,XYZ
123,1697202288,61.50366115,23.74736893,106.1999969,963.0499878,164,4.328999996,XYZ
123,1697202289,61.50368085,23.74743372,106,967.1099854,164,4.339000225,XYZ
123,1697202290,61.50370172,23.74750656,106,971.6300049,165,4.339000225,XYZ
123,1697202291,61.5037215,23.74757554,106,975.8900146,164,4.328999996,XYZ
123,1697202292,61.50374397,23.7476478,105.8000031,980.4500122,165,4.328999996,XYZ
123,1697202293,61.50376593,23.74771795,105.8000031,984.8900146,166,4.328999996,XYZ
123,1697202294,61.50378764,23.74778861,105.5999985,989.3599854,165,4.328999996,XYZ
123,1697202295,61.50380524,23.74785533,105.5999985,993.4099731,166,4.328999996,XYZ
123,1697202296,61.50382385,23.7479135,105.5999985,997.1199951,166,4.328999996,XYZ
123,1697202297,61.50384438,23.74796363,105.5999985,1000.619995,166,4.328999996,XYZ
123,1697202298,61.50386441,23.74801191,105.5999985,1004.01001,167,4.320000172,XYZ
123,1697202299,61.50386441,23.74801191,105.5999985,1004.01001,167,4.320000172,XYZ
123,1697202300,61.50388344,23.74805926,105.5999985,1007.309998,166,4.31099987,XYZ
123,1697202301,61.50390314,23.74810779,105.4000015,1010.679993,167,4.291999817,XYZ
123,1697202302,61.50392225,23.74815356,105.4000015,1013.909973,168,4.263999939,XYZ
123,1697202303,61.50394044,23.74818776,105.5999985,1016.609985,168,4.236000061,XYZ
123,1697202304,61.50396206,23.74822958,105.5999985,1019.890015,168,4.208000183,XYZ
123,1697202305,61.50398176,23.74827703,105.5999985,1023.23999,168,4.171000004,XYZ
123,1697202306,61.50400431,23.74833503,105.5999985,1027.209961,168,4.132999897,XYZ
123,1697202307,61.50402677,23.74839018,105.8000031,1031.060059,170,4.096000195,XYZ
123,1697202308,61.50404865,23.74844575,105.5999985,1034.890015,170,4.059000015,XYZ
123,1697202309,61.50407304,23.74849822,105.5999985,1038.780029,171,4.031000137,XYZ
123,1697202310,61.50409332,23.74855028,105.8000031,1042.359985,169,4.002999783,XYZ
123,1697202311,61.50411478,23.74860476,105.8000031,1046.119995,171,3.983999968,XYZ
123,1697202312,61.50413406,23.74866033,105.5999985,1049.780029,172,3.96600008,XYZ
123,1697202313,61.50415602,23.74871917,105.5999985,1053.72998,171,3.947000027,XYZ
123,1697202314,61.50418008,23.74877533,105.4000015,1057.75,171,3.927999973,XYZ
123,1697202315,61.50420615,23.74883157,105.5999985,1061.910034,171,3.91899991,XYZ
123,1697202316,61.50423322,23.74889025,105.4000015,1066.25,171,3.910000086,XYZ
123,1697202317,61.50425702,23.7489459,105.5999985,1070.219971,172,3.900000095,XYZ
123,1697202318,61.5042784,23.74899745,105.5999985,1073.859985,172,3.900000095,XYZ
123,1697202319,61.50430044,23.74904623,105.8000031,1077.430054,171,3.900000095,XYZ
123,1697202320,61.50432056,23.74909334,105.8000031,1080.790039,172,3.891000032,XYZ
123,1697202321,61.50434218,23.74914086,106,1084.290039,171,3.891000032,XYZ
123,1697202322,61.50436607,23.74918621,106,1087.880005,170,3.881999969,XYZ
