runnerId,runTime,latitude,longitude,altitude,distance,heartRate,speed
123,1842,61.51196016,23.77834082,112.8000031,6563.410156,180,3.732000113
123,1843,61.51192873,23.77830083,113,6567.5,181,3.732000113
123,1844,61.51189663,23.77825817,113,6571.72998,180,3.732000113
123,1845,61.51186796,23.77821484,113.1999969,6575.649902,181,3.742000103
123,1846,61.51183661,23.77817092,113.4000015,6579.850098,180,3.742000103
123,1847,61.51180929,23.77814116,113.5999985,6583.279785,180,3.750999928
123,1848,61.51178473,23.77812373,113.1999969,6586.149902,181,3.750999928
123,1849,61.51176101,23.77810151,113.5999985,6589.040039,181,3.750999928
123,1850,61.51171591,23.77806078,113.8000031,6594.5,181,3.750999928
123,1851,61.51171591,23.77806078,113.8000031,6594.5,182,3.750999928
123,1852,61.51169529,23.7780451,113.8000031,6596.959961,181,3.742000103
123,1853,61.51167291,23.77802432,114,6599.660156,181,3.732000113
123,1854,61.51165271,23.77799858,114.1999969,6602.299805,182,3.72300005
123,1855,61.5116326,23.7779674,114.4000015,6605.080078,182,3.703999996
123,1856,61.51161483,23.77793111,114.4000015,6607.839844,181,3.694999933
123,1857,61.51159798,23.77789532,114.4000015,6610.52002,181,3.676000118
123,1858,61.5115792,23.77786288,114.1999969,6613.200195,182,3.657999992
123,1859,61.51155934,23.77783128,114.4000015,6615.990234,181,3.638999939
123,1860,61.51153754,23.7778229,114.4000015,6618.029785,182,3.619999886
123,1861,61.51151366,23.77781904,114.4000015,6620.080078,182,3.601999998
123,1862,61.51148298,23.77781259,114.1999969,6622.899902,182,3.582999945
123,1863,61.51145205,23.77780949,114,6626.069824,182,3.555000067
123,1864,61.51142204,23.77780488,113.8000031,6629.399902,182,3.546000004
123,1865,61.51139363,23.77779968,113.8000031,6632.580078,183,3.52699995
123,1866,61.511371,23.7778141,113.5999985,6635.140137,182,3.507999897
123,1867,61.51133495,23.77781217,113.4000015,6639.100098,182,3.499000072
123,1868,61.51130059,23.77780932,113.1999969,6642.859863,183,3.49000001
123,1869,61.51126731,23.77781183,113.1999969,6646.52002,183,3.480000019
123,1870,61.51123655,23.77781326,113,6649.910156,183,3.470999956
123,1871,61.5112057,23.77780966,112.8000031,6653.330078,181,3.461999893
123,1872,61.51116438,23.77778543,112.4000015,6658.100098,182,3.461999893
123,1873,61.51112993,23.7777649,112,6662.089844,184,3.451999903
123,1874,61.51109532,23.77773732,111.8000031,6666.189941,181,3.451999903
123,1875,61.51105676,23.77771695,111.8000031,6670.629883,183,3.451999903
123,1876,61.51101166,23.77770396,111.5999985,6675.680176,181,3.461999893
123,1877,61.51096665,23.77770321,111.4000015,6680.689941,182,3.461999893
123,1878,61.51091829,23.77770044,111.4000015,6686.080078,182,3.480000019
123,1879,61.51087361,23.77769214,111.1999969,6691.080078,180,3.49000001
123,1880,61.51082902,23.77768049,110.8000031,6696.069824,182,3.507999897
123,1881,61.51078418,23.77767219,110.8000031,6701.080078,182,3.52699995
123,1882,61.51074361,23.77765912,110.8000031,6705.629883,181,3.555000067
123,1883,61.51070405,23.77765593,111,6710.029785,181,3.582999945
